fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,siteAQ
2018-01-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.0,0.0,-0.5,06:00,8.5,14:30,26.0,0.8,5.3,-2,8.5,935.4,23.0,927.2,0.0,es1567a
2018-01-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690,1.5,1.7,-1.5,06:20,4.5,14:30,21.0,1.1,5.3,-2,0.0,938.8,10.0,934.6,1.0,es1567a
2018-01-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.0,0.6,2.0,-2,8.0,15:30,24.0,4.2,12.5,14:30,0.3,941.3,24.0,936.7,3.0,es1567a
2018-01-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.5,0.0,2.0,07:30,9.0,13:45,29.0,5.3,14.4,16:00,8.6,944.8,24.0,940.1,5.0,es1567a
2018-01-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.6,0.0,0.0,06:30,9.2,15:30,27.0,1.4,7.8,01:00,6.7,945.8,10.0,941.6,23.0,es1567a
2018-01-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690,3.2,5.7,1.5,-2,4.9,11:45,24.0,1.9,10.8,22:50,1.1,941.8,0.0,935.9,15.0,es1567a
2018-01-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.2,0.0,1.5,00:50,8.8,12:10,25.0,2.5,7.8,03:50,5.2,942.2,23.0,937.1,6.0,es1567a
2018-01-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690,3.8,0.0,-1.1,05:10,8.7,14:15,23.0,2.2,8.3,16:20,8.1,947.7,23.0,941.8,1.0,es1567a
2018-01-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.0,0.0,1.6,07:30,14.5,15:30,24.0,1.4,8.9,13:00,9.3,948.7,10.0,945.5,15.0,es1567a
2018-01-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,0.0,3.5,07:40,15.0,14:20,26.0,1.7,11.9,04:10,9.3,946.4,24.0,943.8,5.0,es1567a
2018-01-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.6,0.0,2.2,05:45,15.0,15:50,10.0,1.4,4.7,03:00,9.4,946.2,0.0,940.9,18.0,es1567a
2018-01-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.1,0.0,2.8,05:50,15.4,15:40,12.0,0.8,5.6,14:00,8.8,945.5,24.0,939.8,5.0,es1567a
2018-01-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.5,0.0,3.6,07:00,13.4,15:20,33.0,1.9,7.8,02:40,2.0,947.6,24.0,944.7,4.0,es1567a
2018-01-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690,12.8,0.0,6.9,23:30,18.7,14:45,33.0,3.1,8.9,07:40,9.4,949.6,10.0,946.9,1.0,es1567a
2018-01-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.8,0.0,3.7,07:30,15.8,15:00,6.0,1.1,5.3,10:40,9.2,949.2,0.0,946.2,15.0,es1567a
2018-01-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.6,0.0,3.3,06:30,17.9,16:10,2.0,1.7,4.2,03:40,8.7,949.0,10.0,946.7,14.0,es1567a
2018-01-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,0.0,3.4,06:40,15.0,15:30,99.0,1.1,3.6,-2,8.8,947.7,-2.0,943.9,24.0,es1567a
2018-01-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.8,2.9,3.0,07:50,8.5,12:30,99.0,3.6,9.2,-2,0.4,943.9,0.0,935.9,22.0,es1567a
2018-01-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.7,0.0,2.6,07:30,8.8,15:00,33.0,5.3,13.9,13:50,8.9,946.9,24.0,937.2,0.0,es1567a
2018-01-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.4,0.0,2.2,03:30,10.5,15:10,2.0,3.6,13.9,11:00,8.1,951.0,22.0,946.4,2.0,es1567a
2018-01-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,0.0,4.4,-2,14.0,15:30,5.0,4.4,13.3,-2,8.2,955.4,23.0,950.0,4.0,es1567a
2018-01-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.0,0.0,4.0,07:00,14.0,15:50,11.0,1.1,6.1,14:30,9.4,955.2,0.0,949.9,18.0,es1567a
2018-01-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.9,0.0,2.4,06:10,13.4,15:50,10.0,1.4,5.6,14:00,9.2,950.9,0.0,945.4,17.0,es1567a
2018-01-31,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.8,0.0,1.7,05:45,13.9,14:50,35.0,0.8,4.2,02:50,9.2,946.2,0.0,937.4,24.0,es1567a
2018-02-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.3,0.0,0.6,08:00,12.0,-2,32.0,2.8,13.9,14:40,4.0,937.4,0.0,927.7,17.0,es1567a
2018-02-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690,3.6,0.0,-1.0,05:40,8.2,14:30,34.0,1.4,13.9,13:30,9.4,937.9,24.0,929.4,5.0,es1567a
2018-02-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.8,2.7,1.0,02:00,10.6,14:10,30.0,4.4,11.4,12:50,6.1,939.6,9.0,932.4,24.0,es1567a
2018-02-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690,2.8,14.2,0.3,13:50,5.2,00:00,2.0,2.2,9.7,08:10,0.0,932.4,0.0,927.3,24.0,es1567a
2018-02-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690,1.5,10.3,0.5,-2,2.5,10:00,4.0,2.2,9.2,23:50,0.0,928.7,22.0,924.9,15.0,es1567a
2018-02-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.0,0.0,0.5,-2,7.6,15:30,1.0,1.9,8.9,18:20,6.9,932.5,22.0,928.4,1.0,es1567a
2018-02-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690,2.2,0.0,-2.3,07:10,6.6,15:10,6.0,3.1,9.2,14:50,9.3,938.7,24.0,932.4,0.0,es1567a
2018-02-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690,2.1,0.0,-2.9,05:50,7.1,15:30,3.0,1.7,5.3,02:50,8.5,940.3,11.0,938.4,14.0,es1567a
2018-02-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690,3.1,0.0,-3.0,06:30,9.2,15:30,99.0,0.8,5.6,-2,6.3,941.7,22.0,938.2,14.0,es1567a
2018-02-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.3,0.0,0.4,-2,10.2,15:50,35.0,1.9,6.1,01:40,10.0,942.8,10.0,940.2,16.0,es1567a
2018-02-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.2,0.0,0.9,07:20,15.5,13:40,30.0,4.7,13.3,15:10,9.1,942.1,10.0,938.5,23.0,es1567a
2018-02-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.6,0.0,2.6,23:59,10.5,13:45,31.0,1.7,11.4,14:20,7.0,941.2,23.0,937.7,4.0,es1567a
2018-02-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.2,0.0,-0.5,06:30,9.0,14:30,24.0,6.4,13.9,18:00,5.7,941.0,0.0,937.4,15.0,es1567a
2018-02-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.2,0.0,4.2,06:10,10.1,-2,25.0,6.1,13.3,19:00,0.9,942.8,24.0,938.4,0.0,es1567a
2018-02-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.5,0.0,5.6,03:50,11.4,16:00,25.0,1.4,8.9,01:20,0.0,946.2,11.0,942.5,2.0,es1567a
2018-02-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.0,0.0,6.8,10:05,15.1,15:30,24.0,1.7,5.3,15:40,6.4,945.8,0.0,941.4,16.0,es1567a
2018-02-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.0,0.0,4.8,01:00,15.2,13:50,7.0,2.8,10.8,21:40,3.6,944.4,23.0,941.7,14.0,es1567a
2018-02-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.6,0.0,1.5,07:00,13.6,16:10,2.0,1.4,7.8,21:00,10.2,944.3,0.0,940.2,16.0,es1567a
2018-02-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.2,0.0,6.3,06:00,16.0,14:20,2.0,1.9,10.3,17:10,8.1,940.4,0.0,937.5,15.0,es1567a
2018-02-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.1,0.0,4.4,23:59,15.8,13:10,4.0,3.3,11.4,18:50,9.6,938.8,8.0,935.3,24.0,es1567a
2018-02-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.9,0.0,2.2,04:00,11.6,14:40,99.0,3.3,12.5,-2,10.4,935.4,0.0,929.0,16.0,es1567a
2018-02-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.5,0.0,-2.5,06:30,11.5,15:30,5.0,2.2,7.2,00:10,10.5,931.2,-2.0,927.2,15.0,es1567a
2018-02-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.0,0.0,-2.6,06:30,10.6,16:50,8.0,1.4,7.2,12:10,10.7,928.9,0.0,925.0,17.0,es1567a
2018-02-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690,4.8,0.0,-2.1,06:40,11.8,15:45,9.0,1.9,5.6,12:50,10.7,929.6,24.0,925.6,1.0,es1567a
2018-02-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.7,0.0,-1.0,07:00,14.4,15:30,21.0,1.7,7.2,13:40,10.6,932.7,-2.0,929.6,-2.0,es1567a
2018-02-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.0,0.0,1.1,06:30,16.8,14:00,7.0,1.9,8.9,23:30,8.4,931.9,0.0,923.8,-2.0,es1567a
2018-02-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690,3.0,16.3,0.2,10:20,5.8,00:00,4.0,1.7,8.3,00:10,0.0,925.5,11.0,921.7,24.0,es1567a
2018-02-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.8,18.8,3.0,-2,12.5,15:30,20.0,3.9,17.5,15:20,0.0,921.7,0.0,912.0,-2.0,es1567a
2018-03-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,14.2,4.9,23:59,13.4,14:10,26.0,7.8,26.4,16:40,0.6,919.2,24.0,905.0,15.0,es1567a
2018-03-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.0,14.7,3.2,03:30,8.7,23:50,23.0,2.5,15.0,23:59,0.1,921.1,10.0,915.8,17.0,es1567a
2018-03-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,12.6,5.4,03:20,13.0,12:10,22.0,6.1,16.1,02:40,3.8,923.3,10.0,918.3,0.0,es1567a
2018-03-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.3,5.5,5.6,06:15,13.0,14:15,19.0,3.9,12.8,21:00,5.2,921.2,17.0,917.3,4.0,es1567a
2018-03-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.0,1.9,5.0,-2,9.0,16:00,21.0,4.7,13.3,00:10,1.2,921.4,24.0,913.0,14.0,es1567a
2018-03-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.8,2.7,3.5,04:15,10.0,16:10,24.0,6.4,13.9,06:40,3.6,926.2,24.0,921.1,14.0,es1567a
2018-03-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.8,2.6,2.6,06:00,11.1,14:50,27.0,2.5,8.9,02:10,8.4,932.6,11.0,926.2,0.0,es1567a
2018-03-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.5,0.3,4.0,06:30,11.0,15:15,16.0,1.1,6.1,00:30,0.6,933.9,23.0,928.2,4.0,es1567a
2018-03-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.2,7.9,9.0,-2,11.5,-2,15.0,3.9,11.4,19:00,0.0,934.2,8.0,928.3,24.0,es1567a
2018-03-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.8,24.8,7.0,23:59,12.7,15:55,24.0,5.3,14.4,08:00,0.9,928.3,0.0,923.8,24.0,es1567a
2018-03-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.6,1.3,5.8,07:00,11.5,12:15,23.0,10.3,20.6,10:50,6.3,929.4,24.0,922.8,4.0,es1567a
2018-03-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.4,1.2,5.8,06:30,13.1,-2,24.0,7.8,14.4,00:20,8.5,937.9,-2.0,929.4,0.0,es1567a
2018-03-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.9,0.5,5.8,05:20,14.0,15:10,20.0,3.6,10.3,11:20,3.2,937.3,11.0,934.7,4.0,es1567a
2018-03-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,22.6,5.0,-2,13.4,14:50,23.0,5.3,18.6,19:00,0.0,936.1,0.0,920.8,19.0,es1567a
2018-03-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,0.0,5.8,23:30,12.5,13:30,23.0,9.7,17.5,12:40,8.3,926.7,24.0,920.7,-2.0,es1567a
2018-03-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.7,0.9,4.0,06:00,11.4,15:10,25.0,5.6,12.8,17:00,7.5,928.0,10.0,925.4,-2.0,es1567a
2018-03-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.7,8.2,1.2,09:45,10.2,14:45,24.0,3.3,12.5,04:40,2.3,927.3,0.0,920.8,14.0,es1567a
2018-03-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.9,0.0,2.6,06:30,13.2,15:20,29.0,3.9,11.4,14:40,8.9,931.5,24.0,922.0,-2.0,es1567a
2018-03-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.5,6.8,3.4,06:50,9.6,15:40,29.0,5.3,20.0,16:00,2.5,931.5,0.0,924.4,15.0,es1567a
2018-03-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.4,0.0,1.8,23:59,9.0,14:20,1.0,5.3,15.6,14:00,9.2,941.6,24.0,929.8,0.0,es1567a
2018-03-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.2,0.0,0.0,03:40,12.3,14:40,34.0,4.2,11.9,10:00,10.8,945.1,21.0,940.9,2.0,es1567a
2018-03-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.0,0.0,-2.0,06:30,14.0,17:00,25.0,3.3,10.3,18:10,10.8,944.8,1.0,939.0,24.0,es1567a
2018-03-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.4,4.3,3.5,01:00,13.4,12:40,24.0,4.2,21.1,23:59,0.7,939.1,0.0,921.9,24.0,es1567a
2018-03-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.0,0.0,2.8,04:05,11.2,13:30,29.0,8.3,23.3,12:00,5.0,928.8,-2.0,921.8,1.0,es1567a
2018-03-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.4,0.3,3.3,06:40,13.4,14:50,29.0,3.6,12.5,00:20,7.2,937.8,24.0,928.0,0.0,es1567a
2018-03-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.2,0.0,3.5,05:30,15.0,14:50,31.0,3.3,9.7,17:40,10.5,944.5,-2.0,937.8,0.0,es1567a
2018-03-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690,14.3,0.0,8.1,06:00,20.5,15:00,31.0,3.1,12.5,15:30,10.7,945.6,-2.0,943.2,24.0,es1567a
2018-03-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690,14.7,0.0,8.4,05:50,21.0,14:50,24.0,5.0,13.3,17:30,10.6,943.3,0.0,934.0,17.0,es1567a
2018-03-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.2,0.6,7.4,23:59,15.1,15:15,24.0,5.8,16.1,17:10,9.0,934.2,0.0,928.3,17.0,es1567a
2018-03-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.8,1.9,4.0,-2,11.6,15:30,24.0,7.5,18.6,18:10,8.2,928.5,0.0,925.1,-2.0,es1567a
2018-03-31,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.5,0.0,2.5,-2,14.5,-2,26.0,5.6,13.3,13:00,10.5,938.5,23.0,926.9,0.0,es1567a
2018-04-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.7,0.0,3.9,05:10,17.5,14:50,12.0,1.7,6.7,14:00,7.6,938.4,0.0,930.8,24.0,es1567a
2018-04-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690,13.8,2.4,8.0,04:00,19.5,16:20,25.0,4.2,11.9,16:50,9.1,930.9,0.0,926.5,16.0,es1567a
2018-04-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690,12.7,0.0,8.0,23:00,17.4,14:15,21.0,6.4,17.5,14:50,6.7,930.8,23.0,927.6,-2.0,es1567a
2018-04-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.2,0.0,6.4,-2,16.0,15:10,25.0,8.3,16.4,15:40,7.8,940.3,23.0,930.7,-2.0,es1567a
2018-04-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.6,0.0,4.7,04:20,18.5,16:20,11.0,1.4,6.7,12:20,10.0,941.0,9.0,934.3,24.0,es1567a
2018-04-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690,13.1,2.3,8.7,03:40,17.5,14:05,14.0,2.8,8.9,12:40,2.9,934.3,0.0,927.2,18.0,es1567a
2018-04-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690,9.5,1.7,7.0,03:10,12.0,17:00,25.0,3.1,8.9,11:40,0.3,928.9,-2.0,926.9,15.0,es1567a
2018-04-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.0,3.7,5.0,-2,15.0,14:30,26.0,4.7,13.9,12:10,8.4,929.7,10.0,927.2,24.0,es1567a
2018-04-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.8,2.0,3.2,05:30,8.5,15:30,23.0,7.5,17.5,13:10,2.5,930.0,21.0,926.7,2.0,es1567a
2018-04-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690,5.0,13.4,2.9,-2,7.1,-2,24.0,7.8,14.4,18:00,0.0,928.8,0.0,915.3,17.0,es1567a
2018-04-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690,6.8,0.1,2.5,02:30,11.1,14:40,26.0,6.9,16.9,14:20,0.6,925.1,24.0,916.9,2.0,es1567a
2018-04-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.7,7.0,3.4,05:40,12.0,11:30,27.0,3.3,10.8,02:10,1.7,926.3,9.0,922.0,-2.0,es1567a
2018-04-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.2,0.2,4.5,06:00,16.0,14:50,24.0,3.3,9.7,01:30,7.7,933.7,24.0,922.5,0.0,es1567a
2018-04-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.6,0.1,4.5,04:30,18.6,-2,25.0,1.4,7.2,17:40,11.0,938.6,22.0,933.7,0.0,es1567a
2018-04-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690,12.6,10.6,8.2,23:59,17.0,-2,99.0,6.4,14.4,-2,6.9,938.1,0.0,933.7,22.0,es1567a
2018-04-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690,13.0,0.0,5.5,04:20,20.6,15:10,32.0,4.4,10.8,10:10,11.8,942.6,24.0,934.2,1.0,es1567a
2018-04-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690,14.5,0.0,7.0,05:10,22.0,15:30,25.0,1.7,6.1,13:30,12.1,945.3,10.0,942.6,0.0,es1567a
2018-04-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690,17.1,0.0,10.0,04:20,24.2,15:20,13.0,2.8,8.3,16:20,12.5,945.2,-2.0,942.4,19.0,es1567a
2018-04-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690,17.4,0.0,12.0,06:00,22.8,14:50,11.0,3.9,8.9,14:30,12.1,944.5,0.0,940.0,16.0,es1567a
2018-04-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690,16.9,0.0,11.6,-2,22.2,-2,11.0,5.3,13.3,15:10,10.5,942.0,0.0,938.3,-2.0,es1567a
2018-04-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690,15.8,0.0,10.4,06:00,21.1,16:10,5.0,3.1,9.2,12:30,2.9,941.0,1.0,937.5,18.0,es1567a
2018-04-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690,17.6,0.0,12.1,02:55,23.2,14:45,8.0,1.9,10.3,15:00,7.8,939.4,0.0,935.0,16.0,es1567a
2018-04-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690,19.4,0.0,14.2,-2,24.6,15:20,6.0,2.8,8.3,14:20,6.6,939.9,9.0,937.1,18.0,es1567a
2018-04-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690,19.3,0.0,13.3,05:20,25.3,15:30,99.0,2.5,8.9,-2,6.9,939.4,3.0,936.8,18.0,es1567a
2018-04-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690,20.4,0.0,12.4,03:20,28.5,15:30,17.0,2.8,10.8,19:30,11.3,939.6,23.0,935.0,18.0,es1567a
2018-04-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.8,0.0,12.0,05:30,25.6,14:45,25.0,2.8,8.3,16:10,12.2,939.4,0.0,935.0,19.0,es1567a
2018-04-27,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.5,0.0,13.0,05:20,24.0,15:20,23.0,4.2,10.8,17:00,12.0,935.2,0.0,932.0,-2.0,es1567a
2018-04-28,3196,"MADRID, CUATRO VIENTOS",MADRID,690,16.1,7.6,9.2,23:00,23.0,13:20,24.0,6.1,8.9,-2,10.9,932.4,0.0,928.2,24.0,es1567a
2018-04-29,3196,"MADRID, CUATRO VIENTOS",MADRID,690,8.2,1.1,3.0,06:00,13.5,13:55,23.0,8.1,16.4,13:30,6.4,935.2,-2.0,927.3,4.0,es1567a
2018-04-30,3196,"MADRID, CUATRO VIENTOS",MADRID,690,7.4,0.4,2.9,05:50,12.0,11:40,26.0,4.4,12.5,13:10,9.0,936.0,24.0,933.6,16.0,es1567a
2018-05-01,3196,"MADRID, CUATRO VIENTOS",MADRID,690,10.5,0.0,4.6,05:30,16.4,14:30,24.0,2.2,7.2,15:30,11.8,936.3,10.0,933.8,18.0,es1567a
2018-05-02,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.6,0.0,5.6,05:20,17.6,13:50,99.0,2.5,10.3,-2,9.8,936.7,-2.0,934.8,-2.0,es1567a
2018-05-03,3196,"MADRID, CUATRO VIENTOS",MADRID,690,15.1,0.0,9.8,-2,20.4,14:50,27.0,2.8,9.7,12:20,10.0,936.6,0.0,933.5,16.0,es1567a
2018-05-04,3196,"MADRID, CUATRO VIENTOS",MADRID,690,13.4,0.0,5.9,-2,21.0,-2,5.0,3.6,12.8,08:00,12.6,936.8,24.0,933.8,17.0,es1567a
2018-05-05,3196,"MADRID, CUATRO VIENTOS",MADRID,690,16.4,0.0,8.6,05:20,24.2,14:30,12.0,2.2,15.6,21:10,12.8,938.8,24.0,934.9,-2.0,es1567a
2018-05-06,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.4,0.9,12.4,05:50,24.4,-2,8.0,1.9,12.5,21:10,12.4,939.6,-2.0,935.3,17.0,es1567a
2018-05-07,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.0,0.4,12.0,-2,23.9,-2,8.0,1.4,10.3,19:10,5.2,938.2,10.0,934.1,17.0,es1567a
2018-05-08,3196,"MADRID, CUATRO VIENTOS",MADRID,690,19.1,0.0,11.9,05:30,26.3,14:10,5.0,1.7,8.9,18:40,8.3,935.2,8.0,931.9,18.0,es1567a
2018-05-09,3196,"MADRID, CUATRO VIENTOS",MADRID,690,19.5,0.0,12.4,05:20,26.6,16:00,26.0,2.2,10.8,16:30,11.5,933.8,0.0,930.0,17.0,es1567a
2018-05-10,3196,"MADRID, CUATRO VIENTOS",MADRID,690,19.2,0.0,13.4,05:50,24.9,-2,7.0,2.5,10.8,11:20,11.1,937.7,23.0,932.6,-2.0,es1567a
2018-05-11,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.8,0.0,12.6,06:00,25.1,16:10,20.0,3.3,11.9,12:40,11.9,939.1,-2.0,936.0,17.0,es1567a
2018-05-12,3196,"MADRID, CUATRO VIENTOS",MADRID,690,14.6,0.0,9.5,23:59,19.7,13:15,25.0,5.8,12.5,14:10,8.7,939.6,24.0,935.3,14.0,es1567a
2018-05-13,3196,"MADRID, CUATRO VIENTOS",MADRID,690,11.3,0.0,5.0,04:30,17.6,16:30,26.0,4.7,9.7,11:40,12.7,942.2,9.0,939.5,0.0,es1567a
2018-05-14,3196,"MADRID, CUATRO VIENTOS",MADRID,690,14.6,0.0,9.9,-2,19.4,15:30,1.0,2.5,10.8,14:30,10.4,940.9,0.0,938.7,-2.0,es1567a
2018-05-15,3196,"MADRID, CUATRO VIENTOS",MADRID,690,15.7,0.0,7.7,04:20,23.7,17:00,3.0,2.2,11.4,23:50,12.8,940.5,8.0,935.9,18.0,es1567a
2018-05-16,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.6,0.0,11.5,05:10,25.7,15:20,2.0,2.5,11.4,03:20,12.8,938.3,0.0,934.0,18.0,es1567a
2018-05-17,3196,"MADRID, CUATRO VIENTOS",MADRID,690,20.2,0.0,14.5,-2,26.0,14:40,5.0,1.9,10.8,23:10,9.7,937.2,8.0,933.5,18.0,es1567a
2018-05-18,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.2,3.4,13.6,05:30,22.9,12:50,5.0,2.5,8.9,00:10,8.0,938.2,23.0,935.7,-2.0,es1567a
2018-05-19,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.8,0.0,12.4,04:50,25.2,15:20,3.0,1.7,10.3,23:59,8.7,938.8,9.0,935.9,18.0,es1567a
2018-05-20,3196,"MADRID, CUATRO VIENTOS",MADRID,690,17.8,1.9,12.7,05:30,22.8,-2,8.0,2.8,11.9,00:20,8.7,937.6,0.0,932.6,17.0,es1567a
2018-05-21,3196,"MADRID, CUATRO VIENTOS",MADRID,690,18.5,0.0,13.0,05:20,24.0,14:30,11.0,2.8,11.9,20:30,7.0,934.8,23.0,931.4,15.0,es1567a
2018-05-22,3196,"MADRID, CUATRO VIENTOS",MADRID,690,17.8,0.0,11.7,05:30,23.9,11:10,33.0,1.7,9.7,13:20,6.2,937.2,-2.0,934.2,-2.0,es1567a
2018-05-23,3196,"MADRID, CUATRO VIENTOS",MADRID,690,20.4,0.0,13.5,05:20,27.2,16:15,22.0,4.4,18.1,17:50,10.3,938.0,-2.0,934.7,17.0,es1567a
2018-05-24,3196,"MADRID, CUATRO VIENTOS",MADRID,690,20.5,41.3,13.0,23:00,28.0,15:15,12.0,5.3,13.3,16:40,6.1,937.4,3.0,930.7,18.0,es1567a
2018-05-25,3196,"MADRID, CUATRO VIENTOS",MADRID,690,16.2,0.8,12.4,-2,20.0,16:30,27.0,1.9,10.3,16:40,4.1,936.3,1.0,932.3,16.0,es1567a
2018-05-26,3196,"MADRID, CUATRO VIENTOS",MADRID,690,16.6,0.0,11.5,-2,21.8,16:30,21.0,2.2,7.2,12:20,9.4,935.3,22.0,933.7,4.0,es1567a
