fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,siteAQ
2017-08-16,0201D,BARCELONA,BARCELONA,6,25.2,0.0,23.3,05:20,27.1,14:50,8.0,3.6,8.9,02:20,es1438a
2017-08-17,0201D,BARCELONA,BARCELONA,6,25.6,0.0,23.0,05:20,28.2,08:10,20.0,3.1,9.4,13:30,es1438a
2017-08-18,0201D,BARCELONA,BARCELONA,6,26.6,0.0,23.8,04:50,29.5,08:40,21.0,4.4,11.1,17:30,es1438a
2017-08-19,0201D,BARCELONA,BARCELONA,6,25.5,0.0,24.1,22:30,26.9,12:30,11.0,3.9,8.1,08:10,es1438a
2017-08-20,0201D,BARCELONA,BARCELONA,6,25.4,0.0,24.1,01:50,26.6,13:10,13.0,3.6,8.3,07:50,es1438a
2017-08-21,0201D,BARCELONA,BARCELONA,6,25.0,0.0,22.4,05:30,27.7,14:00,12.0,3.1,7.8,15:10,es1438a
2017-08-22,0201D,BARCELONA,BARCELONA,6,25.0,0.0,22.7,05:30,27.4,16:30,21.0,4.2,10.8,15:40,es1438a
2017-08-23,0201D,BARCELONA,BARCELONA,6,26.2,0.0,23.6,04:20,28.8,15:50,22.0,3.3,10.0,15:40,es1438a
2017-08-24,0201D,BARCELONA,BARCELONA,6,26.5,0.0,24.3,05:50,28.7,10:00,19.0,4.4,9.4,12:20,es1438a
2017-08-25,0201D,BARCELONA,BARCELONA,6,25.9,0.0,22.5,05:50,29.3,14:30,10.0,3.3,6.4,17:50,es1438a
2017-08-26,0201D,BARCELONA,BARCELONA,6,26.2,0.0,23.6,05:40,28.8,13:00,99.0,3.3,5.8,-2,es1438a
2017-08-27,0201D,BARCELONA,BARCELONA,6,26.2,0.0,24.1,04:00,28.3,12:20,34.0,3.1,8.6,18:40,es1438a
2017-08-28,0201D,BARCELONA,BARCELONA,6,26.8,0.0,24.6,04:00,28.9,11:50,23.0,2.8,6.1,21:50,es1438a
2017-08-29,0201D,BARCELONA,BARCELONA,6,28.4,0.1,25.3,05:40,31.4,12:30,21.0,3.3,12.8,13:40,es1438a
2017-08-30,0201D,BARCELONA,BARCELONA,6,25.2,0.9,23.1,04:00,27.4,00:20,25.0,3.9,13.6,01:40,es1438a
2017-08-31,0201D,BARCELONA,BARCELONA,6,22.4,10.7,20.3,10:20,24.5,00:10,10.0,5.6,13.3,17:10,es1438a
2017-09-01,0201D,BARCELONA,BARCELONA,6,22.4,0.0,20.1,03:00,24.7,10:00,19.0,3.3,9.2,13:20,es1438a
2017-09-02,0201D,BARCELONA,BARCELONA,6,21.4,0.0,18.8,05:00,24.0,13:40,14.0,4.4,13.1,00:40,es1438a
2017-09-03,0201D,BARCELONA,BARCELONA,6,23.0,0.7,19.7,05:40,26.2,15:10,12.0,3.6,8.6,16:30,es1438a
2017-09-04,0201D,BARCELONA,BARCELONA,6,23.0,0.0,20.8,04:00,25.3,13:30,9.0,4.2,8.9,11:10,es1438a
2017-09-05,0201D,BARCELONA,BARCELONA,6,23.9,0.0,20.8,04:30,27.0,16:00,21.0,4.2,10.3,16:40,es1438a
2017-09-06,0201D,BARCELONA,BARCELONA,6,24.5,5.4,21.3,23:20,27.7,10:50,12.0,4.7,12.8,23:10,es1438a
2017-09-07,0201D,BARCELONA,BARCELONA,6,22.2,0.0,20.2,07:00,24.3,12:10,19.0,3.9,8.9,14:50,es1438a
2017-09-08,0201D,BARCELONA,BARCELONA,6,22.2,0.0,20.1,04:50,24.2,12:20,13.0,3.9,10.3,07:50,es1438a
2017-09-09,0201D,BARCELONA,BARCELONA,6,21.0,10.0,17.1,23:59,24.8,09:20,8.0,5.3,16.4,12:00,es1438a
2017-09-10,0201D,BARCELONA,BARCELONA,6,21.0,0.0,15.8,06:00,26.1,15:10,8.0,5.3,12.2,16:50,es1438a
2017-09-11,0201D,BARCELONA,BARCELONA,6,,0.7,,,,,8.0,5.6,10.3,18:40,es1438a
2017-09-12,0201D,BARCELONA,BARCELONA,6,21.7,1.6,20.2,06:30,23.2,,12.0,3.3,12.8,01:00,es1438a
2017-09-13,0201D,BARCELONA,BARCELONA,6,22.8,0.0,19.4,03:00,26.1,13:00,22.0,4.7,13.6,15:40,es1438a
2017-09-14,0201D,BARCELONA,BARCELONA,6,21.4,5.1,17.2,23:59,25.7,14:40,10.0,5.0,14.7,15:30,es1438a
2017-09-15,0201D,BARCELONA,BARCELONA,6,15.8,3.3,14.4,15:00,17.3,00:30,2.0,2.5,6.9,07:00,es1438a
2017-09-16,0201D,BARCELONA,BARCELONA,6,17.4,0.0,13.5,04:40,21.2,12:30,99.0,3.3,8.6,-2,es1438a
2017-09-17,0201D,BARCELONA,BARCELONA,6,18.4,3.2,13.9,05:20,23.0,12:00,21.0,5.0,12.8,12:40,es1438a
2017-09-18,0201D,BARCELONA,BARCELONA,6,19.2,0.5,17.7,01:40,20.7,15:30,8.0,6.7,10.6,06:40,es1438a
2017-09-19,0201D,BARCELONA,BARCELONA,6,20.0,0.0,17.3,07:10,22.6,14:50,13.0,3.9,8.1,13:30,es1438a
2017-09-20,0201D,BARCELONA,BARCELONA,6,19.6,0.0,16.1,05:50,23.1,14:40,8.0,3.3,7.2,13:00,es1438a
2017-09-21,0201D,BARCELONA,BARCELONA,6,20.8,0.0,17.0,03:00,24.7,12:40,22.0,3.6,10.0,15:30,es1438a
2017-09-22,0201D,BARCELONA,BARCELONA,6,20.8,0.0,19.0,04:20,22.7,12:30,99.0,1.7,7.5,-2,es1438a
2017-09-23,0201D,BARCELONA,BARCELONA,6,21.2,0.0,18.5,05:30,24.0,12:50,20.0,3.3,8.1,16:10,es1438a
2017-09-24,0201D,BARCELONA,BARCELONA,6,22.6,0.0,20.0,05:00,25.1,11:50,22.0,3.1,10.3,15:40,es1438a
2017-09-25,0201D,BARCELONA,BARCELONA,6,21.2,0.0,18.8,23:59,23.6,14:00,10.0,5.3,13.1,16:00,es1438a
2017-09-26,0201D,BARCELONA,BARCELONA,6,21.2,0.7,18.6,02:40,23.7,09:20,20.0,3.3,8.3,13:10,es1438a
2017-09-27,0201D,BARCELONA,BARCELONA,6,21.0,0.0,18.4,06:00,23.5,10:30,20.0,3.6,7.8,13:30,es1438a
2017-09-28,0201D,BARCELONA,BARCELONA,6,21.8,0.0,19.1,04:00,24.6,13:50,19.0,3.1,5.3,15:30,es1438a
2017-09-29,0201D,BARCELONA,BARCELONA,6,21.0,0.0,18.5,05:50,23.6,09:50,19.0,3.3,7.2,14:00,es1438a
2017-09-30,0201D,BARCELONA,BARCELONA,6,21.2,6.6,18.8,05:00,23.6,10:40,8.0,2.5,11.7,19:50,es1438a
2017-10-01,0201D,BARCELONA,BARCELONA,6,19.7,1.4,18.8,06:00,20.6,15:00,18.0,3.3,11.1,13:50,es1438a
2017-10-02,0201D,BARCELONA,BARCELONA,6,21.8,0.0,19.1,07:00,24.5,12:30,88.0,2.8,5.3,-2,es1438a
2017-10-03,0201D,BARCELONA,BARCELONA,6,22.4,0.0,20.6,03:00,24.2,10:00,88.0,3.3,5.8,12:50,es1438a
2017-10-04,0201D,BARCELONA,BARCELONA,6,21.4,0.0,19.8,05:30,23.0,15:00,88.0,2.8,7.5,10:40,es1438a
2017-10-05,0201D,BARCELONA,BARCELONA,6,22.8,0.0,19.9,03:50,25.6,10:30,88.0,3.1,10.3,13:10,es1438a
2017-10-06,0201D,BARCELONA,BARCELONA,6,22.0,0.0,19.9,03:00,24.0,13:00,14.0,4.2,7.8,11:50,es1438a
2017-10-07,0201D,BARCELONA,BARCELONA,6,19.7,0.0,17.1,06:50,22.3,11:50,10.0,3.1,9.2,05:50,es1438a
2017-10-08,0201D,BARCELONA,BARCELONA,6,19.4,0.0,16.0,05:40,22.9,15:40,20.0,3.3,8.6,12:30,es1438a
2017-10-09,0201D,BARCELONA,BARCELONA,6,20.0,0.0,16.5,06:20,23.4,13:00,20.0,3.9,9.7,14:40,es1438a
2017-10-10,0201D,BARCELONA,BARCELONA,6,21.2,0.0,18.3,05:00,24.1,12:30,14.0,3.6,8.1,13:00,es1438a
2017-10-11,0201D,BARCELONA,BARCELONA,6,21.3,0.0,18.8,02:40,23.8,13:40,23.0,3.9,10.8,15:00,es1438a
2017-10-12,0201D,BARCELONA,BARCELONA,6,20.9,0.0,18.0,05:00,23.8,11:50,21.0,3.1,8.6,16:10,es1438a
2017-10-13,0201D,BARCELONA,BARCELONA,6,21.5,0.0,18.8,06:10,24.2,12:50,99.0,2.2,5.0,-2,es1438a
2017-10-14,0201D,BARCELONA,BARCELONA,6,21.3,0.0,18.7,-2,23.9,13:00,7.0,3.3,6.1,09:50,es1438a
2017-10-15,0201D,BARCELONA,BARCELONA,6,21.0,0.0,18.0,06:40,24.0,11:30,20.0,3.1,5.8,14:40,es1438a
2017-10-16,0201D,BARCELONA,BARCELONA,6,21.5,0.0,18.7,06:00,24.3,11:00,99.0,2.8,5.8,-2,es1438a
2017-10-17,0201D,BARCELONA,BARCELONA,6,20.8,0.0,17.8,06:00,23.9,11:10,20.0,2.8,6.1,16:20,es1438a
2017-10-18,0201D,BARCELONA,BARCELONA,6,19.8,37.3,16.3,23:50,23.2,10:40,26.0,2.8,14.7,17:30,es1438a
2017-10-19,0201D,BARCELONA,BARCELONA,6,17.4,31.6,15.6,06:30,19.2,21:30,8.0,4.7,18.6,16:00,es1438a
2017-10-20,0201D,BARCELONA,BARCELONA,6,19.8,0.1,16.7,01:50,22.9,12:50,5.0,1.9,6.1,03:50,es1438a
2017-10-21,0201D,BARCELONA,BARCELONA,6,20.4,4.0,17.4,02:00,23.4,10:30,13.0,2.8,11.4,23:00,es1438a
2017-10-22,0201D,BARCELONA,BARCELONA,6,19.0,0.0,16.0,07:20,21.9,14:10,13.0,3.6,9.2,00:10,es1438a
2017-10-23,0201D,BARCELONA,BARCELONA,6,17.4,0.0,14.4,05:30,20.4,12:00,20.0,3.1,8.6,13:00,es1438a
2017-10-24,0201D,BARCELONA,BARCELONA,6,17.8,0.0,13.9,06:30,21.8,11:20,20.0,2.5,6.9,14:00,es1438a
2017-10-25,0201D,BARCELONA,BARCELONA,6,18.9,0.0,14.8,04:20,23.0,13:10,36.0,2.5,5.3,06:00,es1438a
2017-10-26,0201D,BARCELONA,BARCELONA,6,18.6,0.0,15.0,06:00,22.3,11:30,20.0,2.5,6.4,10:40,es1438a
2017-10-27,0201D,BARCELONA,BARCELONA,6,19.0,0.0,15.6,06:20,22.5,10:20,8.0,3.6,8.1,14:20,es1438a
2017-10-28,0201D,BARCELONA,BARCELONA,6,19.5,0.0,16.8,06:00,22.2,12:20,23.0,3.1,6.9,16:40,es1438a
2017-10-29,0201D,BARCELONA,BARCELONA,6,19.2,0.0,15.0,05:00,23.5,13:30,32.0,2.5,8.9,17:00,es1438a
2017-10-30,0201D,BARCELONA,BARCELONA,6,17.6,0.0,14.4,06:40,20.8,12:00,34.0,3.1,9.2,08:00,es1438a
2017-10-31,0201D,BARCELONA,BARCELONA,6,16.8,0.0,14.3,23:59,19.3,14:40,15.0,1.9,8.3,00:50,es1438a
2017-11-01,0201D,BARCELONA,BARCELONA,6,16.3,0.0,12.5,06:10,20.1,12:20,16.0,2.5,9.2,12:40,es1438a
2017-11-02,0201D,BARCELONA,BARCELONA,6,18.8,0.0,15.8,07:00,21.9,13:20,22.0,3.3,9.4,12:40,es1438a
2017-11-03,0201D,BARCELONA,BARCELONA,6,18.2,0.0,15.1,05:40,21.2,12:10,22.0,3.3,8.6,15:40,es1438a
2017-11-04,0201D,BARCELONA,BARCELONA,6,18.9,5.3,15.3,21:30,22.5,12:20,25.0,2.5,9.4,18:20,es1438a
2017-11-05,0201D,BARCELONA,BARCELONA,6,16.8,0.0,13.2,23:59,20.3,13:40,27.0,2.5,9.2,15:40,es1438a
2017-11-06,0201D,BARCELONA,BARCELONA,6,14.2,0.0,10.9,06:40,17.6,13:40,32.0,3.3,13.6,10:40,es1438a
2017-11-07,0201D,BARCELONA,BARCELONA,6,12.8,0.0,9.4,05:00,16.3,14:10,31.0,2.2,10.3,13:10,es1438a
2017-11-08,0201D,BARCELONA,BARCELONA,6,11.6,0.0,8.3,04:50,14.9,13:00,99.0,1.9,6.7,-2,es1438a
2017-11-09,0201D,BARCELONA,BARCELONA,6,12.0,0.0,8.6,06:00,15.3,14:00,30.0,1.9,7.5,04:40,es1438a
2017-11-10,0201D,BARCELONA,BARCELONA,6,12.2,0.0,8.3,04:20,16.2,12:30,21.0,3.3,7.5,12:50,es1438a
2017-11-11,0201D,BARCELONA,BARCELONA,6,14.2,0.0,9.8,05:20,18.7,14:50,32.0,2.5,6.7,15:10,es1438a
2017-11-12,0201D,BARCELONA,BARCELONA,6,15.8,0.0,12.7,06:00,18.8,16:00,32.0,2.5,13.3,23:59,es1438a
2017-11-13,0201D,BARCELONA,BARCELONA,6,13.5,0.0,10.2,07:00,16.8,10:30,35.0,3.9,15.3,11:30,es1438a
2017-11-14,0201D,BARCELONA,BARCELONA,6,12.6,0.0,9.0,06:30,16.3,12:50,34.0,2.5,10.0,00:20,es1438a
2017-11-15,0201D,BARCELONA,BARCELONA,6,12.6,0.0,8.5,00:30,16.6,13:20,32.0,1.9,7.5,04:50,es1438a
2017-11-16,0201D,BARCELONA,BARCELONA,6,12.8,0.0,8.5,06:30,17.1,13:20,99.0,2.8,6.1,-2,es1438a
2017-11-17,0201D,BARCELONA,BARCELONA,6,13.8,0.0,7.8,06:40,19.9,13:20,20.0,1.7,6.4,14:20,es1438a
2017-11-18,0201D,BARCELONA,BARCELONA,6,15.0,0.0,10.4,05:20,19.6,13:30,99.0,3.1,6.1,12:50,es1438a
2017-11-19,0201D,BARCELONA,BARCELONA,6,14.4,0.0,10.0,04:50,18.9,13:30,33.0,2.2,6.4,09:00,es1438a
2017-11-20,0201D,BARCELONA,BARCELONA,6,13.7,0.0,9.1,-2,18.3,12:50,36.0,2.5,8.9,00:50,es1438a
2017-11-21,0201D,BARCELONA,BARCELONA,6,14.0,0.0,8.8,05:30,19.1,13:00,36.0,2.2,9.7,05:10,es1438a
2017-11-22,0201D,BARCELONA,BARCELONA,6,13.7,0.0,8.9,07:20,18.5,12:00,24.0,3.9,9.4,12:50,es1438a
2017-11-23,0201D,BARCELONA,BARCELONA,6,14.8,0.0,10.5,03:50,19.2,12:50,20.0,1.9,7.5,14:00,es1438a
2017-11-24,0201D,BARCELONA,BARCELONA,6,16.6,0.0,11.7,-2,21.4,14:00,22.0,2.2,5.8,12:40,es1438a
2017-11-25,0201D,BARCELONA,BARCELONA,6,14.9,4.7,11.5,23:59,18.3,01:10,21.0,3.6,8.3,20:50,es1438a
2017-11-26,0201D,BARCELONA,BARCELONA,6,12.2,0.0,9.4,07:50,15.0,13:20,32.0,1.4,8.6,21:20,es1438a
2017-11-27,0201D,BARCELONA,BARCELONA,6,10.8,0.0,7.2,05:50,14.4,11:50,34.0,3.9,7.5,02:20,es1438a
2017-11-28,0201D,BARCELONA,BARCELONA,6,11.9,0.0,8.3,03:00,15.5,13:50,28.0,2.5,7.8,10:10,es1438a
2017-11-29,0201D,BARCELONA,BARCELONA,6,10.2,0.0,6.9,06:50,13.5,14:10,32.0,2.8,8.6,05:10,es1438a
2017-11-30,0201D,BARCELONA,BARCELONA,6,10.1,0.0,6.2,07:40,14.0,13:10,32.0,1.9,8.1,22:50,es1438a
2017-12-01,0201D,BARCELONA,BARCELONA,6,7.6,0.0,6.1,20:00,9.1,14:10,10.0,2.2,16.4,14:20,es1438a
2017-12-02,0201D,BARCELONA,BARCELONA,6,7.1,0.0,3.8,04:30,10.4,15:00,13.0,3.3,11.1,16:40,es1438a
2017-12-03,0201D,BARCELONA,BARCELONA,6,9.4,0.0,5.7,07:40,13.2,12:50,34.0,2.2,9.7,18:40,es1438a
2017-12-04,0201D,BARCELONA,BARCELONA,6,10.1,0.0,5.6,07:40,14.6,15:00,35.0,0.8,7.8,02:50,es1438a
2017-12-05,0201D,BARCELONA,BARCELONA,6,9.4,0.0,5.0,06:20,13.7,12:20,34.0,2.5,6.7,06:50,es1438a
2017-12-06,0201D,BARCELONA,BARCELONA,6,9.6,0.0,4.4,07:00,14.9,14:40,27.0,3.3,6.7,14:40,es1438a
2017-12-07,0201D,BARCELONA,BARCELONA,6,10.8,0.0,6.2,05:30,15.4,11:50,27.0,2.8,8.1,17:40,es1438a
2017-12-08,0201D,BARCELONA,BARCELONA,6,11.3,0.0,8.7,05:00,13.9,14:50,27.0,3.3,11.9,08:30,es1438a
2017-12-09,0201D,BARCELONA,BARCELONA,6,10.2,0.0,8.3,10:40,12.1,13:10,23.0,1.9,5.8,17:20,es1438a
2017-12-10,0201D,BARCELONA,BARCELONA,6,13.9,0.1,10.9,04:50,16.9,14:00,26.0,2.2,8.3,23:30,es1438a
2017-12-11,0201D,BARCELONA,BARCELONA,6,13.9,1.2,11.2,23:59,16.6,07:40,24.0,5.6,16.9,06:50,es1438a
2017-12-12,0201D,BARCELONA,BARCELONA,6,10.0,0.0,7.5,23:50,12.4,14:00,32.0,1.9,10.0,02:30,es1438a
2017-12-13,0201D,BARCELONA,BARCELONA,6,10.2,0.0,6.7,07:40,13.8,12:40,29.0,3.1,9.7,08:40,es1438a
2017-12-14,0201D,BARCELONA,BARCELONA,6,13.6,0.0,11.2,-2,15.9,15:10,30.0,2.8,12.2,02:20,es1438a
2017-12-15,0201D,BARCELONA,BARCELONA,6,12.5,0.0,9.4,23:59,15.6,11:00,26.0,4.2,11.7,10:30,es1438a
2017-12-16,0201D,BARCELONA,BARCELONA,6,11.2,0.0,7.5,04:40,14.9,15:00,32.0,3.1,20.0,04:10,es1438a
2017-12-17,0201D,BARCELONA,BARCELONA,6,9.6,0.0,5.0,06:50,14.1,15:10,28.0,2.8,6.1,13:40,es1438a
2017-12-18,0201D,BARCELONA,BARCELONA,6,8.6,0.0,7.0,04:30,10.3,13:40,27.0,1.4,8.6,11:00,es1438a
2017-12-19,0201D,BARCELONA,BARCELONA,6,9.4,0.0,5.9,04:40,12.9,12:40,10.0,3.6,10.0,17:40,es1438a
2017-12-20,0201D,BARCELONA,BARCELONA,6,10.3,0.0,7.0,04:00,13.6,14:00,4.0,1.7,7.5,19:10,es1438a
2017-12-21,0201D,BARCELONA,BARCELONA,6,12.2,0.0,9.2,07:30,15.2,12:20,29.0,2.2,6.1,21:40,es1438a
2017-12-22,0201D,BARCELONA,BARCELONA,6,13.2,0.0,10.0,04:40,16.5,14:20,32.0,1.9,6.7,19:50,es1438a
2017-12-23,0201D,BARCELONA,BARCELONA,6,12.0,0.0,8.7,06:50,15.4,13:40,29.0,3.1,6.7,14:30,es1438a
2017-12-24,0201D,BARCELONA,BARCELONA,6,11.6,0.0,7.7,07:00,15.5,15:00,26.0,1.7,6.1,13:00,es1438a
2017-12-25,0201D,BARCELONA,BARCELONA,6,11.5,0.0,7.9,06:50,15.1,14:30,26.0,1.4,7.2,14:40,es1438a
2017-12-26,0201D,BARCELONA,BARCELONA,6,12.4,1.1,9.6,08:30,15.2,12:10,33.0,1.9,9.2,15:40,es1438a
2017-12-27,0201D,BARCELONA,BARCELONA,6,10.6,0.0,7.4,23:59,13.8,15:00,29.0,5.6,23.3,13:30,es1438a
2017-12-28,0201D,BARCELONA,BARCELONA,6,9.8,0.0,6.9,08:30,12.7,15:30,32.0,3.3,13.9,01:20,es1438a
2017-12-29,0201D,BARCELONA,BARCELONA,6,10.4,0.0,6.5,07:30,14.4,15:00,34.0,2.2,8.9,14:20,es1438a
2017-12-30,0201D,BARCELONA,BARCELONA,6,15.9,0.0,11.5,05:30,20.3,14:30,24.0,2.5,10.8,07:50,es1438a
2017-12-31,0201D,BARCELONA,BARCELONA,6,14.6,0.0,10.5,03:00,18.8,13:00,27.0,2.8,15.6,23:00,es1438a
2018-01-01,0201D,BARCELONA,BARCELONA,6,12.8,0.0,10.2,07:40,15.5,19:30,31.0,4.2,18.1,10:30,es1438a
2018-01-02,0201D,BARCELONA,BARCELONA,6,14.6,0.0,11.4,09:50,17.8,14:30,30.0,3.3,10.3,07:50,es1438a
2018-01-03,0201D,BARCELONA,BARCELONA,6,17.9,0.0,14.0,03:40,21.8,15:00,31.0,3.9,18.3,23:10,es1438a
2018-01-04,0201D,BARCELONA,BARCELONA,6,19.2,0.0,16.4,23:59,21.9,14:50,31.0,5.0,20.0,04:20,es1438a
2018-01-05,0201D,BARCELONA,BARCELONA,6,16.4,0.0,13.7,23:59,19.2,13:40,30.0,3.3,13.3,09:50,es1438a
2018-01-06,0201D,BARCELONA,BARCELONA,6,12.4,0.4,10.0,06:00,14.9,11:30,9.0,7.5,18.9,18:10,es1438a
2018-01-07,0201D,BARCELONA,BARCELONA,6,11.8,4.6,8.4,23:59,15.1,02:50,21.0,3.6,15.0,09:10,es1438a
2018-01-08,0201D,BARCELONA,BARCELONA,6,10.8,0.0,7.0,05:50,14.5,15:00,1.0,3.1,6.4,10:30,es1438a
2018-01-09,0201D,BARCELONA,BARCELONA,6,10.5,0.0,6.6,05:00,14.4,13:40,33.0,2.5,9.4,07:30,es1438a
2018-01-10,0201D,BARCELONA,BARCELONA,6,,0.0,,,,,,3.3,,,es1438a
2018-01-11,0201D,BARCELONA,BARCELONA,6,11.2,0.0,8.7,08:00,13.8,13:50,33.0,1.4,8.6,10:20,es1438a
2018-01-12,0201D,BARCELONA,BARCELONA,6,9.8,0.0,6.0,07:30,13.6,14:30,35.0,2.8,7.5,06:00,es1438a
2018-01-13,0201D,BARCELONA,BARCELONA,6,9.2,5.9,4.5,06:50,13.8,13:20,20.0,3.3,11.9,19:00,es1438a
2018-01-14,0201D,BARCELONA,BARCELONA,6,10.2,0.0,8.1,23:59,12.3,15:20,23.0,2.5,7.5,00:10,es1438a
2018-01-15,0201D,BARCELONA,BARCELONA,6,9.6,0.0,6.4,05:20,12.8,12:00,29.0,3.3,9.7,18:00,es1438a
2018-01-16,0201D,BARCELONA,BARCELONA,6,13.2,0.0,9.4,05:00,17.1,15:00,32.0,2.8,11.9,08:30,es1438a
2018-01-17,0201D,BARCELONA,BARCELONA,6,13.8,1.4,11.1,23:50,16.5,14:50,99.0,3.1,16.4,-2,es1438a
2018-01-18,0201D,BARCELONA,BARCELONA,6,12.0,0.0,9.6,07:00,14.5,14:30,27.0,2.5,6.9,15:10,es1438a
2018-01-19,0201D,BARCELONA,BARCELONA,6,10.0,0.0,7.0,06:40,13.1,13:30,36.0,1.7,8.6,21:10,es1438a
2018-01-20,0201D,BARCELONA,BARCELONA,6,12.8,0.0,8.8,07:00,16.7,14:40,26.0,3.1,13.3,14:20,es1438a
2018-01-21,0201D,BARCELONA,BARCELONA,6,18.2,0.0,14.4,00:50,21.9,16:20,31.0,2.5,17.8,02:50,es1438a
2018-01-22,0201D,BARCELONA,BARCELONA,6,16.4,0.0,12.8,07:20,20.1,14:30,34.0,2.5,11.4,02:30,es1438a
2018-01-23,0201D,BARCELONA,BARCELONA,6,13.6,0.0,10.3,06:50,16.9,11:50,33.0,1.9,6.1,07:30,es1438a
2018-01-24,0201D,BARCELONA,BARCELONA,6,12.0,0.0,8.1,05:40,15.8,10:50,24.0,2.8,6.7,17:50,es1438a
2018-01-25,0201D,BARCELONA,BARCELONA,6,12.4,17.0,10.9,01:40,13.8,11:00,24.0,3.6,7.8,12:30,es1438a
2018-01-26,0201D,BARCELONA,BARCELONA,6,10.0,20.3,7.0,11:30,13.1,04:50,10.0,1.9,11.9,03:50,es1438a
2018-01-27,0201D,BARCELONA,BARCELONA,6,10.6,0.0,7.9,06:20,13.2,13:00,8.0,3.1,12.8,17:40,es1438a
2018-01-28,0201D,BARCELONA,BARCELONA,6,12.8,0.0,10.9,22:30,14.8,11:50,5.0,3.6,8.3,07:30,es1438a
2018-01-29,0201D,BARCELONA,BARCELONA,6,11.4,0.0,7.8,07:20,15.0,12:10,21.0,3.3,7.5,13:50,es1438a
2018-01-30,0201D,BARCELONA,BARCELONA,6,10.9,0.0,7.5,-2,14.3,11:40,22.0,2.8,6.4,13:20,es1438a
2018-01-31,0201D,BARCELONA,BARCELONA,6,10.6,0.0,5.7,07:30,15.6,12:50,26.0,3.6,11.4,15:10,es1438a
2018-02-01,0201D,BARCELONA,BARCELONA,6,8.6,6.6,6.2,23:59,10.9,11:00,12.0,3.3,13.3,15:50,es1438a
2018-02-02,0201D,BARCELONA,BARCELONA,6,8.6,0.0,6.2,,11.1,16:20,35.0,1.4,7.5,00:10,es1438a
2018-02-03,0201D,BARCELONA,BARCELONA,6,8.4,0.0,4.9,07:00,11.9,16:20,30.0,3.3,14.2,14:10,es1438a
2018-02-04,0201D,BARCELONA,BARCELONA,6,8.4,15.5,6.8,23:59,9.9,10:00,7.0,9.4,18.3,14:40,es1438a
2018-02-05,0201D,BARCELONA,BARCELONA,6,8.6,12.9,6.6,00:40,10.5,13:30,9.0,5.3,15.0,03:40,es1438a
2018-02-06,0201D,BARCELONA,BARCELONA,6,9.3,0.5,7.2,23:59,11.4,15:00,8.0,6.1,8.9,07:00,es1438a
2018-02-07,0201D,BARCELONA,BARCELONA,6,7.8,0.0,4.6,07:20,11.1,12:50,21.0,2.8,8.3,14:20,es1438a
2018-02-08,0201D,BARCELONA,BARCELONA,6,3.6,,1.1,13:00,6.1,10:40,8.0,2.8,10.0,12:20,es1438a
2018-02-09,0201D,BARCELONA,BARCELONA,6,5.8,0.1,1.2,07:00,10.3,13:00,22.0,2.8,9.2,14:20,es1438a
2018-02-10,0201D,BARCELONA,BARCELONA,6,8.6,0.0,5.0,06:10,12.3,13:40,33.0,2.5,11.7,08:20,es1438a
2018-02-11,0201D,BARCELONA,BARCELONA,6,9.6,1.3,4.6,02:00,14.6,14:30,30.0,2.8,8.9,09:50,es1438a
2018-02-12,0201D,BARCELONA,BARCELONA,6,,15.9,,,,,99.0,4.2,12.2,10:50,es1438a
2018-02-13,0201D,BARCELONA,BARCELONA,6,6.4,0.0,2.4,07:00,10.3,14:40,29.0,3.3,11.7,17:30,es1438a
2018-02-14,0201D,BARCELONA,BARCELONA,6,7.7,0.0,4.3,07:00,11.1,11:50,32.0,2.2,7.8,02:40,es1438a
2018-02-15,0201D,BARCELONA,BARCELONA,6,11.9,0.0,8.1,03:00,15.7,11:10,21.0,1.9,5.8,14:00,es1438a
2018-02-16,0201D,BARCELONA,BARCELONA,6,13.6,0.0,10.8,03:00,16.5,12:20,21.0,1.7,6.4,13:40,es1438a
2018-02-17,0201D,BARCELONA,BARCELONA,6,11.4,0.1,9.6,07:20,13.3,11:10,8.0,2.8,7.8,12:20,es1438a
2018-02-18,0201D,BARCELONA,BARCELONA,6,11.3,0.0,8.4,05:50,14.2,12:10,26.0,1.9,7.8,00:30,es1438a
2018-02-19,0201D,BARCELONA,BARCELONA,6,10.8,0.0,8.4,05:00,13.2,13:20,99.0,2.2,5.3,05:50,es1438a
2018-02-20,0201D,BARCELONA,BARCELONA,6,12.8,0.0,10.3,23:59,15.2,12:20,20.0,3.3,7.2,12:20,es1438a
2018-02-21,0201D,BARCELONA,BARCELONA,6,10.6,0.0,6.1,23:00,15.0,13:30,9.0,5.8,17.5,15:20,es1438a
2018-02-22,0201D,BARCELONA,BARCELONA,6,7.2,0.0,4.1,06:40,10.3,13:30,11.0,3.9,9.4,19:20,es1438a
2018-02-23,0201D,BARCELONA,BARCELONA,6,7.8,0.0,5.2,08:00,10.3,11:50,20.0,3.6,8.9,12:50,es1438a
2018-02-24,0201D,BARCELONA,BARCELONA,6,7.8,0.0,4.1,06:10,11.5,12:30,22.0,2.8,9.2,16:10,es1438a
2018-02-25,0201D,BARCELONA,BARCELONA,6,10.8,0.0,7.0,03:30,14.6,13:20,8.0,1.4,10.3,23:10,es1438a
